Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission
8,437,-0.3081996440596319,10,1.1008365383131693,-0.6950232733345643,3,1
16,617,1.4941662829147253,9,-1.8961964938349842,0.2646280156575997,4,0
43,246,-0.3081996440596319,4,0.8825052885924827,-0.6950232733345643,0,1
30,765,-0.5854867097479945,5,1.8654164312767019,-0.3751395103371763,3,1
43,583,0.6623050858496373,9,0.22703094635484625,0.5845117786549877,0,0
30,138,0.38501802016127473,11,-0.10064615062952485,-0.6950232733345643,4,1
34,235,-1.278704373968901,4,0.22703094635484625,0.10468613415890568,0,1
30,133,0.939592151538,5,-0.3169130346392098,0.5845117786549877,0,0
25,276,0.523661553005456,10,-0.6030843660055606,1.0643374231510696,4,0
3,48,0.939592151538,10,-0.4064781078149379,0.2646280156575997,4,0
13,639,-2.1105655710339892,10,-1.924715323842524,0.2646280156575997,3,1
29,401,0.38501802016127473,4,-0.6467746456034766,-0.3751395103371763,4,0
3,741,1.355522750070544,3,-0.8597647586433179,0.2614291780276258,0,0
47,749,-0.4468431769038132,9,0.11912687831789284,1.0643374231510696,4,0
13,332,1.0782356843821812,10,-0.5812392262066025,0.2646280156575997,5,0
17,553,1.0782356843821812,9,-0.8029673951660269,-0.5350813918358703,0,0
45,39,-2.8037832352548957,9,-1.2802836997732607,-0.3751395103371763,4,1
29,563,0.24637448731709338,3,0.22905162178624988,-0.5350813918358703,0,1
43,140,-0.16955611121545056,4,0.7840820112282771,-0.6950232733345643,0,1
34,364,-0.16955611121545056,5,-0.37371039811650075,-0.5350813918358703,0,1
3,85,1.0782356843821812,10,-1.1929031405774286,0.2646280156575997,0,0
25,729,-0.030912578371269244,5,0.9479205597204626,0.5845117786549877,0,1
21,328,0.523661553005456,3,-0.6249295058045187,0.5845117786549877,0,0
25,192,-0.030912578371269244,2,-0.06787844093108775,2.1839305936419278,0,0
46,699,-2.387852636722352,11,0.22703094635484625,0.2646280156575997,3,1
2,108,1.0782356843821812,11,0.6311660326355706,0.2646280156575997,0,0
34,695,-0.7241302425921758,5,1.5213554794431121,0.10468613415890568,0,1
34,464,0.24637448731709338,4,-0.25356212922223137,-0.5350813918358703,0,1
36,387,0.38501802016127473,11,1.1008365383131693,-1.0149070363319523,0,1
46,685,0.24637448731709338,9,0.11780524736005589,0.2646280156575997,0,0
43,144,0.10773095447291207,10,0.6639337423340077,0.256630921582665,0,1
15,231,-0.030912578371269244,10,0.11780524736005589,-0.6950232733345643,2,0
15,193,0.8009486186938186,3,-0.7153137717227076,-0.3751395103371763,0,1
2,109,0.523661553005456,10,-0.48293609711129115,1.8640468306445397,4,0
25,170,-0.5854867097479945,10,1.013455979117337,0.5845117786549877,0,0
8,275,1.355522750070544,9,-0.9340382339597754,-0.5350813918358703,0,1
46,356,0.10773095447291207,4,0.22703094635484625,-2.6143258513188923,0,1
25,276,-0.8627737754363571,10,0.3982749972388786,0.5845117786549877,0,0
7,179,0.24637448731709338,6,-0.2317169894232733,-0.6950232733345643,4,1
16,416,1.4941662829147253,4,-1.7936444850487756,-2.93420961431628,1,0
46,397,0.38501802016127473,10,0.13309684521932655,-1.0149070363319523,4,1
25,276,-0.4468431769038132,10,2.4115449262506536,-0.055255747339788316,4,1
46,204,-0.030912578371269244,5,0.5547080433392173,0.10468613415890568,0,1
8,275,0.939592151538,3,-0.42832324761389595,-0.5350813918358703,0,1
2,107,0.10773095447291207,10,-0.3190975486191056,0.2646280156575997,4,1
43,542,-0.030912578371269244,4,0.11780524736005589,-0.5350813918358703,4,0
15,193,0.939592151538,3,-0.6467746456034766,0.5845117786549877,0,0
15,193,-0.5854867097479945,3,0.5000951938418222,0.2646280156575997,3,0
3,741,0.24637448731709338,3,0.44548234434442696,0.2646280156575997,0,0
30,465,0.8009486186938186,5,-0.18802670982535716,-0.94293318965754,0,1
34,464,0.24637448731709338,11,-0.08753906675015001,-0.5350813918358703,0,1
15,233,1.355522750070544,10,-1.4583106665648697,-0.5350813918358703,5,0
20,216,-0.4468431769038132,6,0.17241809685745108,1.0643374231510696,3,0
29,467,0.38501802016127473,4,-1.029064592085243,-1.0149070363319523,4,1
7,488,0.38501802016127473,6,-0.17710413992587812,-0.6950232733345643,0,1
2,106,-0.8627737754363571,10,0.9916108393183788,0.04070938155942808,0,1
46,212,-1.8332785053456264,11,1.8654164312767019,0.9043955416523757,0,1
30,138,-0.3081996440596319,4,0.6639337423340077,-0.6950232733345643,4,1
13,332,0.939592151538,10,-0.10064615062952485,-0.5366808106508573,4,0
34,464,-0.3081996440596319,11,0.8605400005246304,-0.5350813918358703,0,1
37,497,0.6623050858496373,11,0.18334066675693012,-1.0149070363319523,4,0
8,437,-0.030912578371269244,11,0.7731594413287981,-0.3751395103371763,3,1
8,275,1.2168792172263627,3,-0.6030843660055606,-0.5350813918358703,0,1
16,617,0.24637448731709338,9,0.3193375845753436,0.5829123598400007,0,0
8,275,0.939592151538,9,-0.10064615062952485,-0.5350813918358703,0,1
46,530,0.8009486186938186,4,0.150572957058493,-0.6598360594048516,0,1
43,145,-0.7241302425921758,6,-0.6467746456034766,0.2646280156575997,0,1
18,754,0.6623050858496373,10,-1.080367902903096,0.2646280156575997,4,0
30,765,-0.16955611121545056,11,-1.743400663511172,-0.3751395103371763,3,1
13,473,-1.8332785053456264,10,0.22703094635484625,-0.055255747339788316,0,1
37,666,1.0782356843821812,10,-0.15525900012692004,0.2646280156575997,0,0
34,406,1.0782356843821812,3,-1.8361223593878495,-0.5350813918358703,0,1
3,85,0.6623050858496373,10,0.8855963758740353,1.8640468306445397,4,0
29,665,-2.387852636722352,10,1.5377393342923307,-0.6950232733345643,4,1
46,397,-0.3081996440596319,10,0.07411496776213973,-0.3751395103371763,4,1
46,356,-3.2197138337874396,2,0.8702392425953678,-0.3751395103371763,0,1
3,743,-0.030912578371269244,3,1.9200292807740968,2.6637562381380095,0,0
25,276,0.6623050858496373,10,1.2100622373079595,-0.055255747339788316,3,0
25,729,0.523661553005456,5,2.90306057172721,0.5829123598400007,0,0
25,276,1.355522750070544,10,-1.5533479472602367,2.6637562381380095,0,0
34,295,0.939592151538,11,0.15730126011657208,-0.3751395103371763,0,0
25,276,-1.1400608411247197,10,1.3192879363027499,0.2614291780276258,3,1
30,240,-0.3081996440596319,11,1.1554493878105643,-0.8549651548332583,0,1
43,246,-0.4468431769038132,11,-0.27540726902118945,-0.6950232733345643,0,0
46,690,0.10773095447291207,6,-0.010993696894600918,-0.6950232733345643,4,1
25,170,0.8009486186938186,10,0.0631923978626607,0.5845117786549877,0,0
34,464,0.38501802016127473,11,-0.10064615062952485,-0.5350813918358703,0,1
16,771,0.523661553005456,10,-0.04603330113212967,0.2646280156575997,4,0
7,184,0.10773095447291207,10,-0.04603330113212967,0.2646280156575997,3,0
25,276,0.6623050858496373,10,0.3253340754501576,0.5845117786549877,2,0
46,356,-1.9719220381898077,9,-1.1164451512810754,-0.055255747339788316,4,1
13,332,0.6623050858496373,10,-0.5484715165081654,-0.5366808106508573,4,0
37,666,0.8009486186938186,10,0.07411496776213973,-0.3751395103371763,0,0
2,108,0.24637448731709338,10,0.8277722908261933,1.3842211861484577,0,0
43,246,-0.3081996440596319,11,0.10689360003047632,-0.3751395103371763,3,1
30,138,0.38501802016127473,11,0.055546598933025375,-0.8549651548332583,0,1
39,586,1.6328098157589066,7,-1.3021288395722188,0.5157367696105493,0,0
13,303,1.0782356843821812,7,-1.356741689069614,5.06288446061842,4,0
29,563,0.24637448731709338,3,0.08722205164151459,-0.597458725620361,0,1
43,141,0.8009486186938186,10,-0.6467746456034766,1.0643374231510696,2,0
34,764,0.939592151538,4,-1.8264121947472127,-2.93420961431628,1,0
34,622,0.523661553005456,11,-0.055383020966083725,-0.5350813918358703,0,1
43,724,0.38501802016127473,4,-0.2098718496243152,-0.6950232733345643,0,1
25,708,1.0782356843821812,6,-1.5424253773607577,0.2646280156575997,4,0
21,328,0.10773095447291207,3,-0.6467746456034766,0.5845117786549877,0,1
15,193,0.8009486186938186,3,-0.550699720767659,0.5845117786549877,0,0
3,72,0.939592151538,10,-0.756000344598267,0.2646280156575997,4,0
15,115,-1.6946349725014451,10,-0.6090262440308771,0.2646280156575997,0,1
30,765,-0.4468431769038132,6,-0.2644846991217104,0.2646280156575997,0,1
43,140,0.939592151538,4,-0.7625538865379545,-0.3751395103371763,0,1
46,690,-0.5854867097479945,11,-0.013265591433692558,-0.3751395103371763,4,1
2,108,-1.8332785053456264,11,0.44692412357115824,-0.055255747339788316,3,1
47,605,0.8009486186938186,10,-0.5921617961060816,-0.3751395103371763,0,0
8,437,0.24637448731709338,11,-0.08753906675015001,-0.5350813918358703,0,1
47,747,0.8009486186938186,3,-0.29725240882014753,0.9043955416523757,0,0
13,301,0.6623050858496373,9,-1.8154896248477337,0.2646280156575997,4,0
29,563,0.38501802016127473,3,-0.16507839046655168,-0.5350813918358703,0,1
46,518,-2.387852636722352,10,1.6856527758710758,-0.055255747339788316,3,1
47,747,0.8009486186938186,3,-0.8527633913377518,0.2646280156575997,0,0
37,497,0.24637448731709338,4,0.49244939491218687,-0.3751395103371763,4,1
12,552,0.38501802016127473,10,0.9916108393183788,-0.9253395826926837,0,1
29,563,0.939592151538,3,-0.6008998520256648,-0.597458725620361,0,1
3,85,-1.5559914396572638,10,2.193093528261073,1.5441630676471516,4,0
43,140,0.8009486186938186,4,-1.1055225813815963,-0.6950232733345643,0,1
30,138,0.6623050858496373,11,-0.029649446282911114,-0.8549651548332583,0,1
3,72,-0.7241302425921758,10,1.0513245289588307,1.8640468306445397,0,1
25,595,-1.5559914396572638,10,1.5208093509481382,2.1839305936419278,4,0
30,138,1.2168792172263627,11,-0.8543034736935784,-0.3783383479671502,0,1
46,356,-1.8332785053456264,11,0.4782500540428641,-0.3751395103371763,4,1
24,753,-1.9719220381898077,10,0.9369979898209836,0.2646280156575997,4,1
25,726,-0.7241302425921758,6,0.7731594413287981,0.5845117786549877,0,0
15,231,0.10773095447291207,10,-0.15525900012692004,-0.8549651548332583,2,0
30,138,-0.5854867097479945,11,-1.7013378468282783,-0.055255747339788316,4,0
43,144,0.6623050858496373,11,0.22703094635484625,0.5845117786549877,0,0
30,138,-0.16955611121545056,11,0.7076240219319239,-0.8549651548332583,0,1
30,730,-0.4468431769038132,11,0.12362697711647821,0.10468613415890568,0,1
20,504,0.523661553005456,10,-0.6904649252013928,0.2614291780276258,4,0
10,258,-0.5854867097479945,4,0.11780524736005589,-2.774267732817586,4,0
24,84,-1.9719220381898077,10,1.3192879363027499,-2.6143258513188923,3,1
46,518,-1.8332785053456264,10,-1.6734962161545062,0.10468613415890568,0,1
2,1,-2.1105655710339892,10,2.841675728892138,0.2646280156575997,3,1
25,595,-2.942426768099077,10,1.3192879363027499,1.8640468306445397,0,0
46,685,0.939592151538,3,-0.6795423553019138,0.21344661357801759,0,1
25,276,-0.7241302425921758,10,0.4686600376711215,1.3842211861484577,0,0
36,245,-1.5559914396572638,4,0.2707212259527624,-0.2183964664684562,4,1
43,246,-0.3081996440596319,10,0.10688267746057685,-0.6950232733345643,0,1
34,464,0.38501802016127473,4,-0.5375489466086864,-0.5350813918358703,0,1
47,747,1.6328098157589066,3,-1.896054500426291,0.2646280156575997,2,0
46,699,0.38501802016127473,6,0.3799469249475528,0.2646280156575997,0,1
46,519,0.24637448731709338,10,-0.291791123870408,0.2646280156575997,0,1
25,444,-0.030912578371269244,9,0.8823851403235885,1.8640468306445397,0,0
24,535,-0.5854867097479945,4,1.5923521837897259,0.10468613415890568,4,1
20,656,1.0782356843821812,3,-0.8422886468041515,-0.21679704765346924,0,0
3,85,-0.7241302425921758,10,2.193093528261073,1.8640468306445397,0,0
13,316,-0.7241302425921758,4,0.9588431296199417,-0.6966226921495512,0,1
29,563,1.0782356843821812,3,-0.3210089983515144,-0.5350813918358703,0,1
33,307,-0.3081996440596319,10,-1.4659673880644044,-0.5350813918358703,3,1
46,518,-0.3081996440596319,10,0.11780524736005589,0.2646280156575997,4,1
46,518,-2.2492091038781705,11,-1.6560201043153397,0.2646280156575997,4,1
15,193,0.24637448731709338,9,-1.288770536585156,0.5845117786549877,0,1
29,563,-0.16955611121545056,3,-0.015701324521276382,-0.5350813918358703,0,1
43,141,0.939592151538,10,-1.5424253773607577,1.0579397478911219,2,0
16,704,-0.030912578371269244,3,0.11780524736005589,0.2646280156575997,0,1
16,617,1.2168792172263627,3,-1.007219452286285,0.5845117786549877,0,0
22,574,-0.5854867097479945,4,1.1008365383131693,-2.40640140537059,3,0
29,538,-0.5854867097479945,11,1.3192879363027499,0.10468613415890568,0,1
13,332,0.38501802016127473,11,0.08503753766161877,-0.6950232733345643,0,1
31,77,1.0782356843821812,10,0.14511167210875348,-0.3751395103371763,0,1
3,72,-0.5854867097479945,10,1.4285136352975403,1.0643374231510696,0,0
3,72,1.355522750070544,10,-1.6413620155102389,0.2646280156575997,4,0
46,327,-0.3081996440596319,4,0.7235163611356659,-1.0149070363319523,4,1
47,709,1.0782356843821812,4,0.057731112912921184,-0.5350813918358703,4,0
3,72,-0.030912578371269244,10,0.6093208928366125,-2.6143258513188923,0,0
8,437,0.24637448731709338,10,0.4971460999689628,-1.0149070363319523,3,1
43,140,0.24637448731709338,4,0.46732748414338504,-0.3751395103371763,4,1
20,656,1.2168792172263627,3,-0.9198388930904526,-0.21679704765346924,0,0
46,518,0.8009486186938186,11,0.6639337423340077,-0.6950232733345643,3,0
25,101,-1.278704373968901,4,0.9916108393183788,-0.6950232733345643,4,1
34,364,0.6623050858496373,11,0.12218519788974698,-0.597458725620361,0,1
46,356,0.38501802016127473,4,0.150572957058493,-1.0149070363319523,4,1
8,272,0.8009486186938186,6,1.1873542144869427,-0.3751395103371763,3,1
43,140,0.8009486186938186,11,0.5863834960477066,-0.6950232733345643,0,1
46,699,-1.8332785053456264,6,1.3192879363027499,1.0643374231510696,4,1
21,578,0.6623050858496373,3,-0.6249295058045187,0.5845117786549877,0,0
3,743,-0.4468431769038132,9,1.1008365383131693,1.8640468306445397,3,0
34,320,0.523661553005456,10,-1.5970382268581529,-2.774267732817586,1,0
43,246,-0.030912578371269244,10,-1.124145563060208,-0.3751395103371763,4,1
5,289,-0.16955611121545056,10,0.008579548365265515,0.2646280156575997,0,0
3,742,0.939592151538,3,-0.7778454843972251,0.24223615224778253,4,0
43,542,0.24637448731709338,4,0.2816437958522414,-0.055255747339788316,4,0
37,497,-1.278704373968901,1,1.974642130271492,0.10468613415890568,0,1
45,23,-4.744792695073434,10,0.7731594413287981,-1.0149070363319523,4,1
8,437,1.4941662829147253,11,-0.7438653694399459,-1.15725531086579,0,0
24,46,-0.4468431769038132,10,-0.37371039811650075,-0.3751395103371763,4,1
8,437,-0.030912578371269244,10,1.528149317920588,-0.5350813918358703,0,1
43,144,-0.7241302425921758,4,0.5547080433392173,-0.055255747339788316,4,1
2,108,-0.3081996440596319,10,-0.6090262440308771,0.2646280156575997,0,0
17,311,-0.3081996440596319,3,-0.2098718496243152,2.6637562381380095,3,0
43,144,-0.16955611121545056,11,1.4503587750964984,-2.6143258513188923,0,1
43,542,-0.3081996440596319,10,0.008579548365265515,-0.5350813918358703,2,0
25,729,-0.8627737754363571,6,-1.6467796101803804,0.26782685328757355,0,1
25,170,1.2168792172263627,11,-0.22079441952379425,-0.3751395103371763,0,0
31,19,-0.4468431769038132,4,-0.6090262440308771,-0.6950232733345643,0,1
31,52,0.6623050858496373,10,0.19426323665640916,-1.0149070363319523,4,1
7,183,-0.16955611121545056,6,0.8277722908261933,-0.4071278866369151,0,0
47,749,0.523661553005456,9,-0.10064615062952485,0.9043955416523757,0,0
34,464,0.24637448731709338,11,0.047900800003390046,-0.5350813918358703,0,1
25,276,-1.1400608411247197,11,0.6639337423340077,0.9043955416523757,4,1
43,583,0.8009486186938186,3,-1.0618323017836802,0.2646280156575997,4,0
37,497,0.523661553005456,4,0.3908694948470318,-0.6950232733345643,4,1
29,401,0.523661553005456,3,-1.1055225813815963,-0.3751395103371763,4,0
13,473,-0.3081996440596319,10,1.974642130271492,0.5845117786549877,0,1
43,144,-0.4468431769038132,10,0.008579548365265515,-0.055255747339788316,4,1
46,397,-0.3081996440596319,10,0.6639337423340077,-0.3751395103371763,3,1
13,321,-1.1400608411247197,4,0.247729216314359,-0.6950232733345643,4,1
25,101,-1.0014173082805384,11,-0.05695587103160871,-0.3751395103371763,4,0
37,312,-0.16955611121545056,11,-0.5593940864076444,-1.0149070363319523,4,1
25,276,0.24637448731709338,10,0.5972842208073866,0.49334490620073207,0,0
8,437,0.6623050858496373,10,-1.1779173746753433,-0.5350813918358703,0,1
29,539,-0.3081996440596319,11,0.8332335757759328,-0.055255747339788316,3,1
25,276,-1.8332785053456264,10,1.7808648176848345,0.5845117786549877,3,1
29,495,-0.3081996440596319,10,-0.6467746456034766,-0.5350813918358703,0,1
43,208,-1.278704373968901,10,-1.62980593655659,0.5845117786549877,4,0
25,276,0.939592151538,10,2.275995833798119,0.2646280156575997,3,0
43,140,-0.030912578371269244,4,0.31441150555067854,-0.6950232733345643,0,1
29,401,0.8009486186938186,3,-0.14979771517718052,-0.597458725620361,0,1
34,364,0.523661553005456,6,0.22703094635484625,-0.5350813918358703,0,1
5,653,0.939592151538,4,-1.0604997482559437,-2.93420961431628,1,0
25,595,-1.278704373968901,10,0.7731594413287981,5.06288446061842,4,0
3,72,-1.278704373968901,10,-1.7062639258529433,-2.6143258513188923,4,1
43,542,0.6623050858496373,10,-0.29725240882014753,-0.0584545849697622,2,0
45,28,-1.0014173082805384,10,-1.7205834149911603,-0.6134529137702304,4,1
31,54,-0.030912578371269244,11,0.12362697711647821,-0.6950232733345643,0,1
46,397,0.8009486186938186,10,-0.9744517425878478,-2.6143258513188923,0,0
21,577,-1.0014173082805384,9,-1.8361223593878495,1.0643374231510696,0,0
43,583,-1.278704373968901,9,-0.25356212922223137,0.2646280156575997,4,0
2,1,-2.942426768099077,11,0.6967014520324448,0.7444536601536816,3,1
27,508,0.8009486186938186,3,0.44548234434442696,0.2614291780276258,5,0
46,397,0.6623050858496373,10,-0.3409426884180637,-0.6950232733345643,2,0
27,640,-1.9719220381898077,10,3.503801916198557,1.8640468306445397,4,0
43,461,-0.7241302425921758,6,0.22703094635484625,-0.055255747339788316,3,0
3,72,-1.5559914396572638,10,-1.8349099541290073,0.2646280156575997,4,1
2,556,1.2168792172263627,9,-1.2802836997732607,0.23903731461780864,4,0
43,543,0.523661553005456,11,-1.1492128609795125,-0.055255747339788316,2,0
5,257,0.523661553005456,10,-0.5375489466086864,-0.6950232733345643,4,0
16,385,1.6328098157589066,4,-1.651651076355548,-2.93420961431628,1,0
16,617,-0.16955611121545056,3,0.23686125926437737,0.5845117786549877,0,0
15,193,0.24637448731709338,9,-0.4938586670107702,0.5845117786549877,0,0
33,93,-0.5854867097479945,11,0.5547080433392173,0.5845117786549877,0,0
25,276,-0.5854867097479945,10,1.625119893488163,1.3842211861484577,0,0
34,364,-0.030912578371269244,6,0.6093208928366125,-0.5350813918358703,0,1
46,518,-0.3081996440596319,10,0.17241809685745108,0.2646280156575997,4,0
21,577,0.38501802016127473,9,0.3799469249475528,1.8640468306445397,0,0
27,511,-0.8627737754363571,3,0.17241809685745108,2.1839305936419278,0,1
43,246,-0.3081996440596319,11,0.21133521340929487,-0.6950232733345643,0,0
29,563,1.355522750070544,3,-0.3190975486191056,-0.5350813918358703,0,1
45,32,-1.278704373968901,10,-1.5205802375617996,-0.5350813918358703,4,1
47,749,1.2168792172263627,9,-0.8870711833920155,0.2614291780276258,0,0
30,765,-1.0014173082805384,6,-1.94534805838264,0.2646280156575997,0,1
30,465,-0.4468431769038132,6,-0.42832324761389595,-0.8549651548332583,0,1
34,210,0.939592151538,3,-0.564855371357384,-0.5350813918358703,0,0
3,72,-1.1400608411247197,10,1.1008365383131693,0.2646280156575997,4,1
12,269,0.38501802016127473,6,-0.13887514527770148,-0.3751395103371763,0,1
34,406,1.2168792172263627,3,-0.25356212922223137,-0.5350813918358703,0,0
43,542,1.2168792172263627,4,-1.1164451512810754,-0.055255747339788316,2,0
20,656,0.10773095447291207,3,0.38369336642307406,0.2646280156575997,4,1
30,240,-0.4468431769038132,1,0.9342891924859128,-0.6950232733345643,4,1
2,106,-0.4468431769038132,10,0.5547080433392173,-2.6143258513188923,4,0
46,633,-0.16955611121545056,6,0.6093208928366125,0.21344661357801759,0,1
30,405,-2.526496169566533,4,0.22703094635484625,-0.3751395103371763,4,1
46,699,-1.0014173082805384,6,1.2100622373079595,1.0643374231510696,0,1
16,351,-0.16955611121545056,4,0.08503753766161877,-0.6950232733345643,4,1
3,72,-1.1400608411247197,10,3.2562200242870656,0.2646280156575997,3,1
30,138,-2.1105655710339892,11,1.2319073771069176,-0.6950232733345643,4,1
30,138,0.24637448731709338,11,-0.8433809037940994,-0.3751395103371763,4,1
16,704,0.939592151538,3,-0.8215357639951413,0.2646280156575997,4,0
25,276,-0.8627737754363571,10,2.0838678292662824,1.3842211861484577,0,0
15,193,0.24637448731709338,3,-0.3190975486191056,0.2646280156575997,0,1
13,473,1.0782356843821812,11,-0.21732104229575994,-0.5350813918358703,0,1
46,518,-2.2492091038781705,11,1.3192879363027499,-0.055255747339788316,3,1
3,72,-2.6651397024107144,10,0.7731594413287981,-2.6143258513188923,0,1
27,508,0.6623050858496373,9,0.5547080433392173,0.2646280156575997,5,0
29,563,1.355522750070544,3,-0.47187153380311886,-0.5350813918358703,0,1
46,518,-2.2492091038781705,3,0.740391731630361,0.2646280156575997,4,1
19,361,-0.5854867097479945,9,0.8714625704241095,4.583058816122338,3,0
13,321,0.939592151538,11,-0.10064615062952485,-0.5350813918358703,0,1
29,539,-1.0014173082805384,10,0.6857788821329658,0.2646280156575997,3,1
2,88,-2.1105655710339892,4,1.6833699587620847,0.2646280156575997,4,1
25,101,-0.8627737754363571,4,0.6639337423340077,-0.2151976288384823,0,0
3,743,-0.4468431769038132,9,0.9588431296199417,1.8640468306445397,4,0
20,492,1.355522750070544,11,-1.0448695507297892,-0.3751395103371763,2,0
29,401,0.8009486186938186,3,-1.3058643584778407,-0.3751395103371763,4,0
7,156,-2.526496169566533,11,-1.7717993452498175,-0.6950232733345643,4,1
13,473,0.6623050858496373,10,-0.6904649252013928,0.2646280156575997,5,0
20,649,1.355522750070544,3,-0.6467746456034766,-2.93420961431628,1,0
34,464,0.939592151538,4,-0.6640759963242515,-0.597458725620361,0,1
25,726,0.523661553005456,5,0.4113930036881529,0.5845117786549877,0,1
7,159,0.8009486186938186,6,-0.08972358073004581,-0.3751395103371763,0,1
32,454,0.8009486186938186,3,-1.0513466346801803,1.8640468306445397,4,0
43,583,-0.7241302425921758,3,0.11780524736005589,0.2646280156575997,0,1
15,115,1.355522750070544,10,-1.285712217013302,0.25343208395269107,2,0
15,193,0.8009486186938186,9,0.44548234434442696,-0.3751395103371763,0,1
13,294,-1.6946349725014451,11,-1.94534805838264,-0.6950232733345643,3,1
25,276,-2.1105655710339892,10,-0.6090262440308771,0.2646280156575997,4,1
24,84,-2.6651397024107144,11,2.6955317436371087,0.2646280156575997,3,1
46,356,-1.9719220381898077,4,0.8203995561440449,-0.3751395103371763,4,1
25,170,-0.4468431769038132,10,0.4891726239423431,-0.055255747339788316,4,0
33,762,-0.3081996440596319,2,0.20747954623477877,-0.8549651548332583,0,1
3,72,-2.2492091038781705,10,1.7561907322819115,1.0643374231510696,4,1
30,138,-1.8332785053456264,11,1.5377393342923307,-0.055255747339788316,4,1
15,193,-0.3081996440596319,3,2.3023192272558632,0.5845117786549877,0,1
